eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
199310120001,1993,10,12,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,,,,0,Ulster (Province),10/12/1993: Ulster Volunteer Force (UVF) paramilitaries shot dead one man and injured five others in a multiple murder attempt on a mini-bus full of Catholic workmen who worked for Shorts Aerospace Factory in Belfast.,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,,,Shorts Aerospace Factory,Mini Bus carrying workmen to Shorts Aerospace Factory,233,Northern Ireland,,,,,,,,,,,,,,,,,Ulster Volunteer Force (UVF),,,,,,The attack was perpetrated as revenge for IRA attacks.,0,,,0,2,0,1,10,Unknown,,,,,,,-9,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,1,0,0,5,0,0,1,4,Unknown,,,0,,,,,,,,,,,,,,,,,"David McKittrick, “Catholic Shot Dead in Ambush; Attack on Workmen in Mini-bus seen as Loyalist Warning to Workers at Shorts Aerospace Factory,” The Independent (London), October 13, 1993.","Martin Cowley, “Painter Dies in UVF Gun attack in Van,” The Irish Times, October 13, 1993.","Kevin Cullen, “In Ulster, Loyalist Vow to Sink Initiative,” The Boston Globe, October 13, 1993.",CETIS,0,0,1,1,
199310130001,1993,10,13,,0,,209,Turkey,10,Middle East & North Africa,Igdir (Province),Asagi Alican,,,,0,,"10/13/1993: A unknown group of terrorists raided the Asagi Alican village of Igdir's Karakoyunlu District with rockets and rifles. One of them was killed. Meanwhile, 24 persons believed to have abetted the terrorists were captured.",1,1,1,0,,,0,1,0,2,Armed Assault,3,Bombing/Explosion,,,14,Private Citizens & Property,,,Asagi Alican village,Residents of Asagi Alican village,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0,,,0,,24,0,,,,,,,,,-9,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,1,0,1,,0,,-9,4,Unknown,,,0,,,,,,,,,,,,,,,,,"""Rebel Killed, 24 Abettors Captured in Southeast,” British Broadcasting Corporation, October 14, 1993.",,,CETIS,-9,-9,0,-9,
199310140001,1993,10,14,,0,,6,Algeria,10,Middle East & North Africa,Algiers (Province),Algiers,,,,1,The victim's beachside home 25 kilometers (15 miles) east of the capital.,10/14/1993: A former head of Algerian television Mustapha Abada was shot down by suspected Muslim extremists in Algiers.,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,10,Journalists & Media,,,Algerian television,Head of Algerian television in Algiers,6,Algeria,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0,,,0,,0,0,,,,,,,,,-9,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""TV Journalist Killed as Premier Promises Crack Down on Terrorism,” Agence France Presse, October 14, 1993.",,,CETIS,-9,-9,0,-9,
199310140002,1993,10,14,,0,,138,Myanmar,5,Southeast Asia,Mon (State),Lamaing village,,,,0,,"10/14/1993: Two Karen terrorist insurgents callously threw two hand grenades into the spectators at the Lamaing village football field and ran away. In the attack, seven people were killed and 45 people were wounded.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,,,Lamaing village football field,Spectators at the Lamaing village football field,138,Myanmar,,,,,,,,,,,,,,,,,Karen National Union,,,,,,Unknown,0,,,0,2,0,0,,,,,,,,,-9,6,Explosives,7,Grenade,,,,,,,,,,,,,,7,0,0,45,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Karen Insurgents Kill Seven in Grenade Attack,” British Broadcasting Corporation, October 19, 1993.",,,CETIS,0,0,0,0,
199310140003,1993,10,14,,1,10/16/1993,159,Peru,3,South America,Chachapoyas (Province),Chuquibamba,,,,0,,"10/14/1993: At least 11 people had been killed over the previous 48 hours in subversive actions across Chuquibamba conducted by Shining Path militants. Chuquibamba Village peasant defense patrol was attacked in this incident, killing five.",1,1,1,0,,,1,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,,,Chuquibamba Village peasant defense patrol,"Chuquibamba Village Peasant Defense Patrol, 850 km northeast of Lima",159,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,Unknown,0,,,0,1,,0,,,,,,,,,-9,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,5,0,0,,0,,-9,4,Unknown,,,0,,,,,,,,,,,,,,,,This was one of four related attacks (Cf. 199310140004;199310140005;199310150001),"""Shining Path Violence; State of Emergency Extended in Several Provinces,” British Broadcasting Corporation, October 18, 1993.",,,CETIS,0,0,0,0,
199310140004,1993,10,14,,1,10/16/1993,159,Peru,3,South America,Cajamarca (Region),Pampash,,,,0,,"10/14/1993: At least 11 people had been killed over the previous 48 hours in subversive actions across Chuquibamba conducted by Shining Path militants. Domingo Sanchez, governor of the village of Pampash, Huaraz was killed in this incident.",1,1,1,0,,,1,1,0,2,Armed Assault,,,,,2,Government (General),,,Regional Governor,"Domingo Sanchez, governor of the village of Pampash",159,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,Unknown,0,,,0,,,0,,,,,,,,,-9,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,1,0,0,0,0,,0,,,,,0,,,,,,,,,,,,,,,,This was one of four related attacks (Cf. 199310140003;199310140005;199310150001),"""Shining Path Violence; State of Emergency Extended in Several Provinces,” British Broadcasting Corporation, October 18, 1993.",,,CETIS,0,0,0,0,
199310140005,1993,10,14,,1,10/16/1993,159,Peru,3,South America,Cajamarca (Region),Puno,,,,0,,10/14/1993: At least 11 people had been killed over the previous 48 hours in subversive actions across Chuquibamba conducted by Shining Path militants. A  justice of the peace for the Orurillo District was targeted in this incident.,1,1,1,0,,,1,1,0,2,Armed Assault,,,,,2,Government (General),,,Peruvian Justice system,"Eugenio Quispe, justice of the peace",159,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,Unknown,0,,,0,,,0,,,,,,,,,-9,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,1,0,0,0,0,,0,,,,,0,,,,,,,,,,,,,,,,This was one of four related attacks (Cf. 199310140003;199310140004;199310150001),"""Shining Path Violence; State of Emergency Extended in Several Provinces,” British Broadcasting Corporation, October 18, 1993.",,,CETIS,0,0,0,0,
199310140009,1993,10,14,,0,,217,United States,1,North America,California,Sacramento,,,,0,,"10/14/1993: Richard Joseph Campos, the sole member of the Aryan Liberation Front, threw two Molotov cocktails at the Fair Employment and Housing Department in Sacramento, California, United States. There were no casualties but one firebomb shattered the glass door of the building and burnt a desk. The other firebomb did not ignite.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),,,Fair Employment and Housing Department,"Fair Employment and Housing Department of California, Sacramento",217,United States,,,,,,,,,,,,,,,,,Aryan Liberation Front,,,,,,"Richard Joseph Campos adopted the racist ideology of the White Aryan Resistance (WAR) and wanted to create an all-White society.  He believed that this attack was a strike against ""Jew Capitalism.""",1,,,0,1,1,1,2,Call (post-incident),,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Two Molotov cocktails,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Desk damaged and glass door shattered,0,,,,,,,0,,,,,,,,,"The incident took place at 3:30  AM.  Richard Joseph Campos bombed four other buildings in the Sacramento area including the NAACP headquarters, a synagogue, the Japanese American Citizens League, and the home of city councilman Jimmie Yee (199307250005, 199310020003, and 199310050004).  Forty-five minutes after the  firebombing of the government facility, Campos called the Sacramento television station KCRA and claimed the incident on behalf of the Aryan Liberation Front.  The Fair Employment and Housing Department handled claims of discrimination.  Campos was the only member of the Aryan Liberation Front.  Before carrying out his bombing campaign, Campos called the White Aryan Resistance (WAR) hotline 34 times to listen to messages from the organizations leader Tom Metzger.  Campos had a WAR poster in his bedroom when he was arrested.","Steve Geissinger, ""Another Firebombing Shakes California's Capital,"" Associated Press, October 15, 1993.","""Man Convicted Of 2 Bombings Tied to Racism,"" New York Times, August 31, 1994.","Mareva Brown, ""Racist's Rampage Was 'Wake-Up Call.'  The White Supremacist Convicted in '93 Bombings is Out of Prison,"" Sacramento Bee, July 7, 2003.",Hewitt Project,0,0,0,0,
199310150001,1993,10,15,,1,10/16/1993,159,Peru,3,South America,Cajamarca (Region),Accha District,,,,0,,10/15/1993: At least 11 people had been killed over the previous 48 hours in subversive actions across Chuquibamba conducted by Shining Path militants. The Mayor and Governor of Accha district were targeted in this incident.,1,1,1,0,,,1,1,0,2,Armed Assault,,,,,2,Government (General),,,Government of Accha District,Mayor Rogelio Huaman of Accha District,159,Peru,2,Government (General),,,Government of Accha District,Governor Aurelio Bacafuer of Accha District,159,Peru,,,,,,,,,Shining Path (SL),,,,,,Unknown,0,,,0,,,0,,,,,,,,,-9,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,2,0,0,0,0,,0,,,,,0,,,,,,,,,,,,,,,,This was one of four related attacks (Cf. 199310140003;199310140004;199310140005),"""Shining Path Violence; State of Emergency Extended in Several Provinces,” British Broadcasting Corporation, October 18, 1993.",,,CETIS,0,0,0,0,
199310160001,1993,10,16,,0,,6,Algeria,10,Middle East & North Africa,Laghouat (Province),Laghouat,,,,0,,"10/16/1993: Two senior Russian military officers were assassinated in Laghouat, Algeria. The attack was apparently part of a new phase of a two-year-old terror campaign by Muslim fundamentalists. The United Company of Holy War claimed responsibility.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,4,Military,,,Russian Military,Russian Military Specialists Teaching at a military school in Laghouat,167,Russia,,,,,,,,,,,,,,,,,United Company of Holy War,,,,,,The perpetrators wanted to drive diplomats and Military out of country.,0,,,0,,0,1,10,Unknown,,,,,,,-9,13,Unknown,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""2 Russians in Algeria are Slain by Militants,” The New York Times, October 20, 1993.",,,CETIS,-9,-9,1,1,
199310160002,1993,10,16,,0,,185,Spain,8,Western Europe,Pais Vasco (Autonomous Community),Pamplona,,,,0,,"10/16/1993: A bomb exploded at the Military Governor's office on Ejercito Avenue in Pamplona, Spain, injuring a National Police Corps officer. There was a prior warning made by an unknown perpetrator.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,4,Military,,,Spanish Military Governor,Military Governor's Office,185,Spain,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0,,,0,,0,0,,,,,,,,,-9,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,The device was a parcel bomb.,0,0,0,1,0,0,-9,,,,,0,,,,,,,,,,,,,,,,,"Edward F. Mickolus, Terrorism, 1992-1995: A Chronology of Events and a Selectively Annotated Bibliography, Westport, CT: Greenwood Press, 1997.",,,CETIS,-9,-9,0,-9,
199310170001,1993,10,17,,0,,183,South Africa,11,Sub-Saharan Africa,KwaZulu-Natal (Province),Pongweni,,,,0,,"10/17/1993: Two policemen were slain by attackers believed to be from a guerrilla group blamed for killing whites and government security forces. The attack occurred in their station at Pongweni, near the southeastern Natal town of Kokstad.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,,,South African Police,South African Police station at Pongweni,183,South Africa,,,,,,,,,,,,,,,,,Azania People's Organization (AZAPO),Azanian National Liberation Army,,,,,The perpetrators wanted to disrupt peace talks.,0,,,0,,0,1,5,Note left at scene,,,,,,,-9,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,,2,0,0,0,0,0,-9,4,Unknown,,,0,,,,,,,,,,,,,,,,,"Tina Susmsn, “Two Policemen Killed as Anger over Army Raid Grows,” The Associated Press, October 17, 1993.",,,CETIS,0,0,0,0,
199310170003,1993,10,17,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,,,,0,Ulster (Province),10/17/1993: A Protestant man in his 30s was fighting for his life in the hospital after he was shot by IRA gunmen at his mother's house in South Belfast.,1,1,1,0,,,0,1,0,2,Armed Assault,6,Hostage Taking (Kidnapping),,,14,Private Citizens & Property,,,Civilian,"Civilian in Belfast (at a private residence on Walmour Street, near the Ormeau Road)",233,Northern Ireland,,,,,,,,,,,,,,,,,Irish Republican Army (IRA),,,,,,The attack was perpetrated in an effort to derail peace talks.,0,,,0,3,0,1,2,Call (post-incident),,,,,,,-9,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,1,1,0,2,,,,0,,,,,,2,Hostage(s) released by perpetrators,1,,"Gerry Moriarty, “Belfast Man Shot in Attack by IRA Critical,” The Irish Times, October 18, 1993.",,,CETIS,0,0,1,1,
199310180001,1993,10,18,,1,,92,India,6,South Asia,Jammu and Kashmir (State),Srinagar,,,,0,,10/18/1993: A unidentified group of Muslim militants holed up in Kashmir's holiest mosque threatened to blow it up if the Indian government did not lift the siege by soldiers which on October 18th had entered its third day.,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,3,Bombing/Explosion,,,15,Religious Figures/Institutions,,,Hazratbal Mosque,Hazratbal Mosque in Srinagar,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,Militants demand the Indian army end its siege of the mosque and permit people to enter.,0,,,0,,0,-9,,,,,,,,,-9,5,Firearms,5,Unknown Gun Type,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""India: Stalemate in Kashmir, Militants Threaten Mosque,” Inter Press International, October 18, 1993.","""Muslim Rebels in Kashmir Refuse to Leave Mosque,” Japan Economic Newswire, October 21, 1993.","""Indian Media, Opposition want Kashmir Mosque Protected,” Agence France Presse, October 19, 1993.",CETIS,-9,-9,0,-9,
199310180002,1993,10,18,,0,,209,Turkey,10,Middle East & North Africa,Igdir (Province),Aralik District,,,,0,,10/18/1993: A soldier was killed and eight people (7 civil servants and 1 private citizen) were abducted when terrorists attacked their vehicle in the Aralik District of eastern Igdir Province. The Kurdistan Workers' Party (PKK) carried out the attack.,1,1,1,0,,,0,1,0,2,Armed Assault,6,Hostage Taking (Kidnapping),3,Bombing/Explosion,4,Military,,,Turkish Military,A Turkish soldier,209,Turkey,2,Government (General),,,Turkish Civil Service,7 Turkish Civil Servants,209,Turkey,14,Private Citizens & Property,,,Civilian,A Civilian in the car with the soldier and civil servants,209,Turkey,Kurdistan Workers' Party (PKK),,,,,,Unknown,0,,,0,,21,0,,,,,,,,,-9,5,Firearms,3,Handgun,5,Firearms,4,Rifle/Shotgun (non-automatic),6,Explosives,7,Grenade,,,,,,9,0,0,0,0,0,1,4,Unknown,,,1,8,0,6,,,,0,,,,,,4,Hostage(s) killed (not during rescue attempt),0,,"""Soldier Killed, Eight Abducted in Igdir,” British Broadcasting Corporation, October 21, 1993.",,,CETIS,0,0,0,0,
199310180003,1993,10,18,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank (Occupied Territory),Nabulus,,,,0,,"10/18/1993: A member of KAKH threw a grenade under a truck in the main square of a Nabulus market, injuring four people. Israeli soldiers in the vicinity opened fire on the area from where the grenade was thrown. Four people were ""lightly"" injured in this incident.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,,,Civilians,A truck traveling in the main square of the Nabulus market,155,West Bank and Gaza Strip,,,,,,,,,,,,,,,,,Kach,,,,,,Unknown,0,,,0,1,0,0,,,,,,,,,-9,6,Explosives,7,Grenade,,,,,,,,,,,,,Hand grenade,0,0,0,4,0,0,1,3,Minor (likely < $1 million),,,0,,,,,,,,,,,,,,,,,"Edward F. Mickolus, Terrorism, 1992-1995: A Chronology of Events and a Selectively Annotated Bibliography, Westport, CT: Greenwood Press, 1997.",,,CETIS,1,0,0,1,
199310190001,1993,10,19,,0,,185,Spain,8,Western Europe,Madrid (Province),Madrid,,,,0,,"10/19/1993: A Spanish Air Force general was shot dead. In a separate incident, a car bomb exploded in two separate attacks in central Madrid which authorities blamed on the Basque separatist organization ETA.",1,1,1,0,,,1,1,0,2,Armed Assault,2,Armed Assault,,,4,Military,,,Spanish Air Force,Spanish Air Force General in Madrid,185,Spain,,,,,,,,,,,,,,,,,Basque Fatherland and Freedom (ETA),,,,,,Unknown,1,,,0,2,0,0,,,,,,,,,-9,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,1,0,0,1,0,0,-9,4,Unknown,,,0,,,,,,,,,,,,,,,,This was one of two related attacks (cf. 199310190002).,"Jane Walker, “General Shot Dead by ETA in Madrid,” The Guardian (London), October 20, 1993.","""ETA Blamed as General Shot, Car Bomb Explodes in Madrid, Agence France Presse, October 19, 1993.",,CETIS,0,1,0,1,
199310190002,1993,10,19,,0,,185,Spain,8,Western Europe,Madrid (Province),Madrid,,,,0,,"10/19/1993: The National Industry Institute, a state holding company, was targeted by an ETA car bomb. In a separate incident a Spanish Air Force general was shot dead in central Madrid.",1,1,1,0,,,1,1,0,2,Armed Assault,3,Bombing/Explosion,,,2,Government (General),,,The National Industry Institute,"National Industry Institute, a state holding company",185,Spain,,,,,,,,,,,,,,,,,Basque Fatherland and Freedom (ETA),,,,,,Unknown,1,,,0,,0,0,,,,,,,,,-9,6,Explosives,15,Vehicle,,,,,,,,,,,,,"A booby-trapped vehicle, which was double-parked, was the same car used by the general's attackers",1,0,0,1,0,0,1,2,Major (likely >= $1 million but < $1 billion),,,0,,,,,,,,,,,,,,,,This was one of two related attacks (cf. 199310190001).,"Jane Walker, “General Shot Dead by ETA in Madrid,” The Guardian (London), October 20, 1993.","""ETA Blamed as General Shot, Car Bomb Explodes in Madrid, Agence France Presse, October 19, 1993.",,CETIS,0,1,0,1,
199310190003,1993,10,19,,1,,6,Algeria,10,Middle East & North Africa,Tiaret (Province),Tiaret,,,,0,,"10/19/1993: Members of the Armed Islamic Group kidnapped and killed three foreign technicians of an Italian construction firm in Tiaret, Algeria.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,1,Business,,,,Three foreign technicians from an Italian construction firm,98,Italy,,,,,,,,,,,,,,,,,Armed Islamic Group (GIA),,,,,,Unknown,0,,,0,,0,1,10,Unknown,,,,,,,-9,13,Unknown,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,,,,,1,3,0,,2,,,0,,,,,,4,Hostage(s) killed (not during rescue attempt),0,,"Edward F. Mickolus, Terrorism, 1992-1995: A Chronology of Events and a Selectively Annotated Bibliography, Westport, CT: Greenwood Press, 1997.",,,CETIS,0,1,1,1,
199310210001,1993,10,21,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,Gaza Strip (Occupied Territory),Gaza,,,,0,,10/21/1993: A prominent moderate in the Palestine Liberation Organization's Fatah wing and associate of Chairman Yasser Arafat was slain by masked gunmen. The gunmen were suspected members of the Arab Palestine Organization.,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,22,Violent Political Party,,,Fatah,"Fatah party member, Assad Saftawi",155,West Bank and Gaza Strip,,,,,,,,,,,,,,,,,Arab Palestine Organization,,,,,,The attack was carried out in an effort to gain political control of Gaza.,0,,,0,,0,1,10,Unknown,,,,,,,-9,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Adherent to PLO Chief’s Policy Killed in Gaza,” Tass, October 21, 1993.","Ethan Bronner, “PLO Moderate Slain in Blow to Peace Pact,” Boston Globe, October 22, 1993.","David Hoffman, “Senior PLO Leader Slain in Gaza Strip; Palestinians, Israelis Set Prisoner Exchange,” The Washington Post, October 22, 1993.",CETIS,-9,-9,0,-9,
199310220001,1993,10,22,,0,,98,Italy,8,Western Europe,Padua (Province),Padua,,,,0,,"10/22/1993: A bomb exploded in a courthouse in the northern Italian town of Padua early Friday. The bomb, which caused serious damage but no injuries, was placed in the office of the court secretariat. The Italian Mafia claimed responsibility for the attack.",0,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),,,Italian Justice System,Padua Courthouse,98,Italy,,,,,,,,,,,,,,,,,Mafia,,,,,,Unknown,1,,,0,,0,1,2,Call (post-incident),,,,,,,-9,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,2,Major (likely >= $1 million but < $1 billion),,,0,,,,,,,,,,,,,,,,,"""Bomb Explodes in Padua Courthouse,” Agence France Presse, October 22, 1993.","""Bomb Explodes in Padua Courthouse, Mafia Suspected,” Agence France Presse, October 22, 1993.","""Mystery Group Claims Padua Courthouse Blast,” Agence France Presse, October 22, 1993.",CETIS,-9,-9,0,-9,
199310230001,1993,10,23,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,,,,0,Ulster (Province),10/23/1993: Nine people were killed and more than 50 injured when the outlawed Irish Republican Army set off a bomb in the Protestant section of Belfast. The bomb was placed near a fishmonger's shop on Shankill Road and was targeted against a meeting of Ulster Freedom Fighters members.,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,13,Other,,,Ulster Freedom Fighters,A meeting of UFF members taking place in an office above a fishmonger's shop on Shankill Road,233,Northern Ireland,,,,,,,,,,,,,,,,,Irish Republican Army (IRA),,,,,,The perpetrators believed the targeted building was being used for a meeting of the UFF.,0,,,0,,0,1,10,Unknown,,,,,,,-9,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,10,0,1,58,0,1,1,2,Major (likely >= $1 million but < $1 billion),,,0,,,,,,,,,,,,,,,,,"William Tuohy, “IRA Bombing Kills 9, Injures 50 in Belfast,” Chicago Sun Times, October 24, 1993.","David McKittrick, “Nine Die in IRA Bombing; Loyalist Promise Vengeance after Attack without Warning on Belfast Paramilitary HQ,” The Independent (London), October 24, 1993.","William Tuohy, “9 Die, 50 Hurt as IRA Bomb hits Belfast Protestant Area; Attackers Claim Targeted Building was Being used by Outlawed Ulster Freedom Fighters,” Los Angeles Times, October 24, 1993.",CETIS,0,0,1,1,
199310230002,1993,10,23,,0,,6,Algeria,10,Middle East & North Africa,Blida (Province),Blida Province,,,,0,,"10/23/1993: Three unknown, armed men attempted to kidnap an employee of the Japanese firm, NEC. The perpetrators fled after security troops, who were passing the scene by chance, fired on them. The driver of the car was injured in this incident.",1,1,1,1,2,Other Crime Type,0,0,0,6,Hostage Taking (Kidnapping),,,,,1,Business,,,NEC Corporation,NEC Corporation employee in a car in Blida Province,101,Japan,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0,,,0,3,0,0,,,,,,,,,-9,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"Edward F. Mickolus, Terrorism, 1992-1995: A Chronology of Events and a Selectively Annotated Bibliography, Westport, CT: Greenwood Press, 1997.",,,CETIS,-9,-9,1,1,
199310240001,1993,10,24,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,Gaza Strip (Occupied Territory),Gaza Strip,,,,1,An unspecified location in the Gaza Strip.,10/24/1993: Militants shot and stabbed two Israeli soldiers to death in the occupied Gaza Strip. HAMAS claimed responsibility.,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,4,Military,,,Israeli Security Forces,Two Soldiers in the Gaza Strip,97,Israel,,,,,,,,,,,,,,,,,Hamas (Islamic Resistance Movement),,,,,,The attack was perpetrated in an effort to derail peace talks.,0,,,0,,0,1,5,Note left at scene,,,,,,,-9,5,Firearms,5,Unknown Gun Type,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,2,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"Carole Simpson, “ÁBC News Transcripts,” ABC News, October 24, 1993.","""Two Israeli Soldiers Killed by Islamic Militants,” ABC News, October 24, 1993.","Michael Parks, “Islamic Group Kills 2 Soldiers in Gaza, Israeli Army Says; Mideast: Pair Apparently Hitched Ride in Stolen Car with Israeli Plates. Attack is Aimed against Peace Accord,” Los Angeles Times, October 25, 1993.",CETIS,0,0,0,0,
199310240002,1993,10,24,,1,10/31/1993,6,Algeria,10,Middle East & North Africa,Algiers (Province),Algiers Province,,,,0,,"10/24/1993: A self-proclaimed guerrilla movement, the Armed Islamic Group (GIA), claimed responsibility for the kidnapping of three French consular workers in Central Algiers.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,7,Government (Diplomatic),,,French Ministry of Foreign Affairs,Three French consular workers in central Algiers,69,France,,,,,,,,,,,,,,,,,Armed Islamic Group (GIA),,,,,,The perpetrators suspected foreigners of cooperating with the Algerian authorities.,0,,,0,,0,0,,,,,,,,,-9,13,Unknown,,,,,,,,,,,,,,,,7,0,7,,0,,0,,,,,1,3,0,,8,,,0,,,,,,5,Successful Rescue,3,,"""Islamic Group Reports Kidnap of three French Consular Staff,"" Agence France Presse, October 28, 1993.","""Algerian Forces Free Two French Hostages, Third still Missing,”  Agence France Presse, October 31, 1993.","Richard Khiari, “Three French Captives Freed,"" The Associated Press, October 31, 1993.",CETIS,0,1,1,1,
199310240003,1993,10,24,,0,,97,Israel,10,Middle East & North Africa,Tel Aviv (District),Tel Aviv,,,,0,,"10/24/1993: A pipe bomb suddenly exploded on Tel Aviv's Frishman beach, just opposite the French Embassy and the Dan Hotel. The bomb, which had been buried half a meter underground, caused no injuries or property damage. Kahane Chai was suspected in this incident.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,18,Tourists,,,Tourists,Tourists on Tel Aviv's Frishman beach,97,Israel,,,,,,,,,,,,,,,,,Kahane Chai,,,,,,Opposition to Arafat's visit to France.,0,,,0,,0,1,10,Unknown,,,,,,,-9,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,The device was a pipe bomb,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"Allison Kaplan, “Bomb Explodes on Tel Aviv Beach,” The Jerusalem Post, October 25, 1993.",,,CETIS,0,0,0,0,
