"FACID","NAME","TYPE","LTC","CAPACITY","ADDRESS","CITY","ZIP","FACADMIN","CONTACT_EMAIL","CONTACT_FAX","CONTACT_PHONE_NUMBER","COUNTY_NAME","COUNTY_CODE","DISTRICT_NUMBER","DISTRICT_NAME","LICENSE_NUMBER","INITIAL_LICENSE_DATE","LICENSE_EFFECTIVE_DATE","OSHPD_NUMBER","LATITUDE","LONGITUDE","LOCATION"
630014750,"FAMILY HEALTHCARE NETWORK","COMMUNITY CLINIC 	","Non-LTC",0,"9416 ROAD 238","TERRA BELLA",93270,"Haydash, Kerry","kyolivares@fhcn.org","(559) 734-1247","(559) 535-4201",640,"TULARE",12,"BAKERSFIELD",550002554,"16Jan2014","16Jan2015","",35.960972,-119.039987,"(35.960972, -119.039987)"
630002461,"NORTH KERN STATE PRISON - CTC","CORRECTIONAL TREATMENT CENTER","Non-LTC",16,"2737 W CECIL AVE","DELANO",93215,"Kubicki, Theodore","","","(661) 721-2345",140,"KERN",17,"STATE FACILITIES SECTION",550000086,"08Nov2005","08Nov2014","",35.775811,-119.307637,"(35.775811, -119.307637)"
60001774,"EL ARCA ADULT DAY HEALTH CARE CENTER","ADULT DAY HEALTH CARE		","Non-LTC",0,"4008 FLORENCE AVE.","BELL",90201,"Menchaca, John","elarcainc@earthlink.net","(323) 223-4684","(323) 223-3079",200,"LOS ANGELES",6,"ORANGE COUNTY",60000591,"","01Jun2015","",33.971182,-118.19645,"(33.971182, -118.19645)"
920000003,"THE GROVE POST-ACUTE CARE CENTER","SKILLED NURSING FACILITY","LTC",75,"14122 HUBBARD ST","SYLMAR",91342,"Kim, Henry","pavlowb@aol.com","(818) 837-1192","(818) 361-0191",200,"LOS ANGELES",92,"LOS ANGELES COUNTY NORTH",920000025,"17Dec1965","26May2015","206190213",34.298304,-118.44051,"(34.298304, -118.44051)"
50000248,"ST JOHNS PLEASANT VALLEY HOSPITAL D/P SNF","SKILLED NURSING FACILITY","LTC",74,"2309 ANTONIO AVE","CAMARILLO",93010,"Murray, T. Michael","","(805) 383-7450","(805) 389-5633",660,"VENTURA",5,"VENTURA",50000048,"29Jul1974","28Nov2014","",34.244374,-119.01915,"(34.244374, -119.01915)"
30000365,"SONORA REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",12,"179 FAIRVIEW LN","SONORA",95370,"","","","(209) 532-3161",650,"TUOLUMNE",3,"SACRAMENTO",30000094,"10Jul1957","01Nov2014","106552209",37.978907,-120.391365,"(37.978907, -120.391365)"
70001060,"SHINRAI-FLINTDALE","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"3220 FLINTDALE DR","SAN JOSE",95148,"Martinez, Mhelody J","mmhelodyjoey@yahoo.com","(408) 531-9020","(408) 531-9126",530,"SANTA CLARA",7,"SAN JOSE",70000456,"","22Nov2014","",37.344617,-121.801609,"(37.344617, -121.801609)"
10000080,"UKIAH POST ACUTE","SKILLED NURSING FACILITY","LTC",54,"1349 S DORA ST","UKIAH",95482,"Monette, Cory","cmonette@ensigngroup.net","(707) 462-0718","(707) 462-8864",330,"MENDOCINO",11,"SANTA ROSA/REDWOOD COAST",10000159,"10Oct1986","01Feb2015","206231091",39.130183,-123.208711,"(39.130183, -123.208711)"
910000322,"WESTSIDE HEALTH CARE","SKILLED NURSING FACILITY","LTC",120,"1020 S FAIRFAX AVE","LOS ANGELES",90019,"TER OGANESYAN, LUSINE","","(323) 938-0361","(323) 938-2451",200,"LOS ANGELES",91,"LOS ANGELES COUNTY WEST",910000147,"25Jun1970","01Dec2014","206190368",34.057617,-118.364053,"(34.057617, -118.364053)"
230000796,"MARYSVILLE IMMEDIATE CARE","COMMUNITY CLINIC 	","Non-LTC",0,"724 5TH ST","MARYSVILLE",95901,"Stone, Greg","","(530) 749-4672","(530) 749-4556",680,"YUBA",23,"CHICO",550000004,"27Jan2005","27Jan2015","",39.139845,-121.594457,"(39.139845, -121.594457)"
910000320,"GUARDIAN REHABILITATION HOSPITAL","SKILLED NURSING FACILITY","LTC",93,"533 S FAIRFAX AVE","LOS ANGELES",90036,"Delgado, Glennie s","","(323) 931-1943","(323) 931-1061",200,"LOS ANGELES",91,"LOS ANGELES COUNTY WEST",910000146,"17Dec1968","01Jun2015","206190356",34.066308,-118.361422,"(34.066308, -118.361422)"
960001220,"SAMUEL DIXON FAMILY HEALTH CENTER, INC.","COMMUNITY CLINIC 	","Non-LTC",0,"30257 SAN MARTINEZ RD","CASTAIC",91384,"Brown, Edwin","cheryl@sdfhc.org","(661) 257-2384","(661) 257-4008",200,"LOS ANGELES",96,"LOS ANGELES COUNTY EAST",960000632,"01Jan1991","01Jun2015","",34.447409,-118.664435,"(34.447409, -118.664435)"
10000075,"FORTUNA REHABILITATION & WELLNESS CENTER, LP","SKILLED NURSING FACILITY","LTC",104,"2321 NEWBURG RD","FORTUNA",95540,"L'Allier, Samantha","astluke@skilledhealthcare.com","(707) 725-1848","(707) 725-4467",110,"HUMBOLDT",11,"SANTA ROSA/REDWOOD COAST",10000076,"04Dec1972","01Nov2014","206121081",40.589794,-124.141807,"(40.589794, -124.141807)"
70001044,"WE CARE ICF/DD-H","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"1787 AVATI CT","SAN JOSE",95131,"Quedado, Rebecca D","beckq@sbcglobal.net","(408) 926-5060","(408) 926-7658",530,"SANTA CLARA",7,"SAN JOSE",70000449,"25Feb1998","25Nov2014","",37.382123,-121.878599,"(37.382123, -121.878599)"
630008564,"CENTURY HOSPICE, INC.","HOSPICE	","Non-LTC",0,"4909 LAKEWOOD BLVD","LAKEWOOD",90712,"Cano, Margaret P.","centuryhospice@att.net","(562) 408-0287","(562) 408-1271",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550000306,"19Nov2006","30Mar2015","",33.84778,-118.142646,"(33.84778, -118.142646)"
930000558,"SAINT FRANCIS MEDICAL CENTER D/P APH","ACUTE PSYCHIATRIC HOSPITAL		","Non-LTC",40,"3630 E IMPERIAL HWY","LYNWOOD",90262,"","","","(310) 603-6871",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",930000157,"01Jan1946","01Jan2015","",33.930609,-118.202353,"(33.930609, -118.202353)"
630013779,"SUSAN PARHAM HOUSING CORPORATION","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"1658 ANZA AVE","VISTA",92084,"Cheeseman, Donna","info@teriinc.org","(760) 721-9872","(760) 721-1706",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",550002324,"18Jul2013","18Jul2014","",33.224836,-117.232654,"(33.224836, -117.232654)"
100001498,"RCCA - CHIMANGO","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"8141 CHIMANGO WAY","ANTELOPE",95843,"Roberts, Monica","mpayne@rescare.com","(530) 406-8785","(916) 689-7825",440,"SACRAMENTO",3,"SACRAMENTO",100000614,"12Mar1997","12Mar2015","",38.717426,-121.34997,"(38.717426, -121.34997)"
10000066,"BROADWAY VILLA POST ACUTE","SKILLED NURSING FACILITY","LTC",144,"1250 BROADWAY","SONOMA",95476,"Olson, Erik","dbunuan@ensigngroup.net","(707) 938-4400","(707) 938-8406",590,"SONOMA",11,"SANTA ROSA/REDWOOD COAST",10000158,"25Sep1968","16May2015","206491017",38.278534,-122.45981,"(38.278534, -122.45981)"
230000784,"BURNEY HEALTH CENTER","COMMUNITY CLINIC 	","Non-LTC",0,"37491 ENTERPRISE DR","BURNEY",96013,"Jones, Dave","","(530) 335-3388","(530) 335-5457",550,"SHASTA",23,"CHICO",230000344,"01Oct2002","02Nov2014","",40.887833,-121.652527,"(40.887833, -121.652527)"
630008563,"EVERGREEN HOSPICE CARE, INC.","HOSPICE	","Non-LTC",0,"17215 STUDEBAKER RD","CERRITOS",90703,"Ahn, Lydia","skho@eghospice.com","(562) 865-9077","(562) 865-9006",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550000319,"22Nov2006","22Nov2014","",33.874505,-118.099849,"(33.874505, -118.099849)"
50000018,"LOMPOC VALLEY MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",60,"1515 E OCEAN AVE","LOMPOC",93436,"Raggio, James","","(805) 737-3326","(805) 737-3300",520,"SANTA BARBARA",5,"VENTURA",50000038,"01Jan1946","24Nov2014","106420491",34.639225,-120.439689,"(34.639225, -120.439689)"
960001210,"LINDLEY HOUSE ONE","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",12,"7937 LINDLEY AVE","RESEDA",91335,"Muchina, Charles","","(818) 708-7899","(818) 705-8071",200,"LOS ANGELES",96,"LOS ANGELES COUNTY EAST",960000626,"28Sep1990","28Nov2014","",34.214976,-118.527369,"(34.214976, -118.527369)"
10000065,"SONOMA ACRES CARE CENTER","SKILLED NURSING FACILITY","LTC",32,"765 DONALD ST","SONOMA",95476,"Tumbale, Terence","melbert@sonomaacres.net","(707) 996-5874","(707) 996-2161",590,"SONOMA",11,"SANTA ROSA/REDWOOD COAST",10000071,"07Jul1957","30Apr2015","206491072",38.304109,-122.46847,"(38.304109, -122.46847)"
980001492,"MIRACLE HOME HEALTH AGENCY, INC.","HOME HEALTH AGENCY		","Non-LTC",0,"10945 SOUTH ST","CERRITOS",90703,"Jackson, Deborah","MIRACLE.HOME@HEALTHHOTMEAL.COM","(562) 653-0687","(562) 653-0668",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",980000894,"11Apr1995","11Feb2015","",33.858434,-118.100445,"(33.858434, -118.100445)"
70001042,"LOS PALOS AMBULATORY ENDOSCOPY CENTER","SURGICAL CLINIC 	","Non-LTC",0,"1081A LOS PALOS DR","SALINAS",93901,"Switzer, Elsbeth","","","(831) 771-1458",370,"MONTEREY",7,"SAN JOSE",,"","","",36.658308,-121.64513,"(36.658308, -121.64513)"
630013855,"PRUDENT HOSPICE CARE, INC.","HOSPICE	","Non-LTC",0,"7311 VAN NUYS BLVD","VAN NUYS",91405,"Taguding, Emely S","","","(818)835-3731",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002398,"17Sep2013","09Jan2014","",34.203346,-118.448796,"(34.203346, -118.448796)"
60000879,"ALERE WOMEN'S AND CHILDREN'S HEALTH, LLC","HOME HEALTH AGENCY		","Non-LTC",0,"3110 W. LAKE CENTER DR., MAILBOX CA152-0110","SANTA ANA",92704,"Bardsley, Suzanne","suzanne.bardsley@alere.com","(714)445-0363","(714)445-0312",400,"ORANGE",6,"ORANGE COUNTY",60000257,"17Nov1989","29Apr2015","",33.699206,-117.912761,"(33.699206, -117.912761)"
230000769,"TLC SERVICES","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"19447 POSEY LN","REDDING",96003,"Barzin, Dara","","(530) 221-7976","(530) 246-1314",550,"SHASTA",23,"CHICO",230000336,"26Feb2002","26Feb2015","",40.620034,-122.338305,"(40.620034, -122.338305)"
40000540,"DOS PALOS MEMORIAL SKILLED NURSING FACILITY","SKILLED NURSING FACILITY","LTC",29,"2118 MARGUERITE ST","DOS PALOS",93620,"Hill, Robert","admin@dospalosmemorial.com","(209) 392-6881","(209) 392-6121",340,"MERCED",4,"FRESNO",550000680,"24Jun2006","24Jun2015","206244046",36.986764,-120.629393,"(36.986764, -120.629393)"
50001224,"WILSHIRE HOME HEALTH","HOME HEALTH AGENCY		","Non-LTC",0,"277 SOUTH ST","SAN LUIS OBISPO",93401,"Smith, Laurie","","(805) 782-8711","(805) 782-8600",500,"SAN LUIS OBISPO",5,"VENTURA",50000487,"28Jan1997","28Jan2015","",35.269519,-120.666165,"(35.269519, -120.666165)"
630013826,"KAISER PERMANENTE RIVERSIDE","CHRONIC DIALYSIS CLINIC	","Non-LTC",0,"10800 MAGNOLIA AVE","RIVERSIDE",92505,"","","","(951) 353-4887",430,"RIVERSIDE",25,"RIVERSIDE",,"","","",33.906473,-117.47071,"(33.906473, -117.47071)"
240000289,"UPLAND REHABILITATION AND CARE CENTER","SKILLED NURSING FACILITY","LTC",206,"1221 E ARROW HWY","UPLAND",91786,"Little, Gary","cprocuniar@ensigngroup.net","(909) 949-4975","(909) 985-1903",460,"SAN BERNARDINO",24,"SAN BERNARDINO",240000215,"18Jun1964","01May2015","206361365",34.099816,-117.634884,"(34.099816, -117.634884)"
630012331,"INFINITY CARE SERVICES, INC","HOME HEALTH AGENCY		","Non-LTC",0,"1325 N. CENTER STREET","STOCKTON",95202,"Rowe, Grace","growe@infinitycares.com","(209) 751-1644","(209) 264-0300",490,"SAN JOAQUIN",3,"SACRAMENTO",550001165,"17Oct2009","17Nov2014","",37.965805,-121.294716,"(37.965805, -121.294716)"
140000745,"MANORCARE HEALTH SERVICES-WALNUT CREEK","SKILLED NURSING FACILITY","LTC",155,"1226 ROSSMOOR PARKWAY","WALNUT CREEK",94595,"Flannigan, Laura","479-admin@hcr-manorcare.com","(925) 937-1132","(925) 975-5000",60,"CONTRA COSTA",2,"EAST BAY",140000368,"14Nov1990","25Apr2015","206074024",37.878909,-122.069911,"(37.878909, -122.069911)"
630013815,"FORT HELP MISSION","COMMUNITY CLINIC 	","Non-LTC",0,"1101 CAPP ST","SAN FRANCISCO",94110,"Sharma, Stan","stansharma@msn.com","(415) 821-1426","(415) 821-1427",480,"SAN FRANCISCO",22,"SAN FRANCISCO",550002020,"10Aug2012","10Nov2014","",37.748843,-122.416978,"(37.748843, -122.416978)"
60000839,"FREEDOM VILLAGE HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",52,"23442 EL TORO RD","LAKE FOREST",92630,"Niblett, Joel","jniblett@freedomvillage.org","(949) 340-8116","(949) 472-4733",400,"ORANGE",6,"ORANGE COUNTY",60000246,"02Sep1988","02Nov2014","206304020",33.622504,-117.697878,"(33.622504, -117.697878)"
120000419,"MERCY- MEMORIAL HOME HEALTH","HOME HEALTH AGENCY		","Non-LTC",0,"1600 D STREET, SUITE 202","BAKERSFIELD",93301,"Epperson, R.N., B.S.N., Judy","eppersonjx@chw.edu","(661) 663-6390","(661) 632-5050",140,"KERN",12,"BAKERSFIELD",120000192,"01May1985","15Jan2015","",35.372822,-119.025815,"(35.372822, -119.025815)"
40000513,"ELM COMMUNITY HEALTH CENTER","COMMUNITY CLINIC 	","Non-LTC",0,"2740 S ELM AVE","FRESNO",93706,"Schilling, Stephen W","www.schilling@clinicasierravista.org","(661) 869-1503","(559) 457-5200",90,"FRESNO",4,"FRESNO",40000244,"","15Nov2014","",36.701781,-119.790756,"(36.701781, -119.790756)"
50000179,"SANI EYE SURGERY CENTER","SURGICAL CLINIC 	","Non-LTC",0,"1315 LAS TABLAS RD","TEMPLETON",93465,"Reed, Dianna","","","(805) 434-2533",500,"SAN LUIS OBISPO",5,"VENTURA",50000434,"16Mar1995","16Mar2007","",35.554347,-120.722198,"(35.554347, -120.722198)"
170001895,"CENTINELA STATE PRISON CTC","CORRECTIONAL TREATMENT CENTER","Non-LTC",13,"2302 BROWN ROAD","IMPERIAL",92251,"Johnson, Jerome","","","(760) 337-7900",120,"IMPERIAL",17,"STATE FACILITIES SECTION",170000847,"01Feb2005","01Feb2015","",32.845298,-115.57234,"(32.845298, -115.57234)"
40000014,"HORIZON HEALTH AND SUBACUTE CENTER","SKILLED NURSING FACILITY","LTC",180,"3034 E HERNDON AVE","FRESNO",93720,"Ewing , Teresa","ahopkins@horizonhealthfresno.com","(559) 321-7783","(559) 321-0883",90,"FRESNO",4,"FRESNO",40000076,"15Jan1989","01Mar2015","206105014",36.837727,-119.735004,"(36.837727, -119.735004)"
630013937,"CASA DE LA CULTURA WELLNESS-HEALTH SERVICES","COMMUNITY CLINIC 	","Non-LTC",0,"225 SALINAS RD","ROYAL OAKS",95076,"","","","",540,"SANTA CRUZ",7,"SAN JOSE",,"","","",36.899848,-121.74803,"(36.899848, -121.74803)"
100001656,"FIRST CALL HOME CARE - HOSPICE","HOSPICE	","Non-LTC",0,"6929 SUNRISE BLVD","CITRUS HEIGHTS",95610,"","","(916) 725-2511","(916) 725-2580",440,"SACRAMENTO",3,"SACRAMENTO",100000488,"21Jul1993","21Nov2014","",38.691577,-121.271746,"(38.691577, -121.271746)"
50000177,"WESTLAKE EYE SURGERY CENTER","SURGICAL CLINIC 	","Non-LTC",0,"2900 TOWNSGATE RD","WESTLAKE VILLAGE",91361,"Callaway, Desiree A","","","(805) 496-6789",660,"VENTURA",5,"VENTURA",50000450,"16Oct1995","29Nov2007","",34.152123,-118.822891,"(34.152123, -118.822891)"
50000671,"LIVINGSTON MEMORIAL VISITING NURSE ASSOCIATION - BRANCH","HOME HEALTH AGENCY		","Non-LTC",0,"325 E HILLCREST DR","THOUSAND OAKS",91360,"Dial, Lanyard K","","","(805) 495-9655",660,"VENTURA",5,"VENTURA",50000074,"17Jun1966","19Jun2015","",34.184922,-118.885542,"(34.184922, -118.885542)"
70000995,"CENTRAL COAST VNA & HOSPICE, INC.","HOSPICE	","Non-LTC",0,"45 PLAZA CIR","SALINAS",93901,"Russo, Jane","","(831) 372-6668","(831) 758-4200",370,"MONTEREY",7,"SAN JOSE",70000426,"22Jan1998","22Jan2014","",36.657086,-121.658278,"(36.657086, -121.658278)"
230000801,"JAMES CORONA, MD","UNLICENSED/OTHER/MISSING","Unlicensed/Other/Missing",0,"203 WALKER ST","ORLAND",95963,"Corona M.D., James","","","(530) 865-6430",100,"GLENN",23,"CHICO",,"","","",39.747335,-122.191797,"(39.747335, -122.191797)"
980001439,"QUALITY HOME HEALTH CARE, INC.","HOME HEALTH AGENCY		","Non-LTC",0,"858 S OAK PARK RD","COVINA",91724,"Maniquis, Rosario","CHERRIE_QHHC@EXCITE.COM","(626) 966-7344","(626) 966-6893",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",980000847,"12Oct1994","12Apr2015","",34.073781,-117.864171,"(34.073781, -117.864171)"
70000989,"SAN MIGUEL HOUSE","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"1010 SAN MIGUEL ST","GILROY",95020,"Hernandez, Jose L","","(408) 847-9743","(408) 847-6415",530,"SANTA CLARA",7,"SAN JOSE",70000422,"06Jan1997","19Oct2014","",37.00613,-121.587271,"(37.00613, -121.587271)"
630014534,"SERENITY HOSPICE GROUP INC","HOSPICE	","Non-LTC",0,"6005 VINELAND AVE","NORTH HOLLYWOOD",91606,"Peterson, Geneva","serenityhospicegroup@gmail.com","(818) 301-2335","(818) 508-3062",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550002862,"10Oct2014","10Oct2014","",34.179785,-118.370341,"(34.179785, -118.370341)"
60001558,"NEW HORIZON INTEGRATED CARE - TROJAN","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"2660 W TROJAN PL","ANAHEIM",92804,"Yu, Norma  L","newhorizonint2010@yahoo.com","(714) 821-1705","(714) 821-1700",400,"ORANGE",6,"ORANGE COUNTY",60000488,"25Jul1997","19May2015","",33.829286,-117.978954,"(33.829286, -117.978954)"
250001787,"JOY HEALTH CARE SERVICES","HOME HEALTH AGENCY		","Non-LTC",0,"11800 STERLING AVE","RIVERSIDE",92503,"Villarosa, Joseana","joseana.v@joyhealthcareservices.com","(951) 352-4440","(951) 352-4400",430,"RIVERSIDE",25,"RIVERSIDE",250000783,"12Dec2002","12Dec2014","",33.894226,-117.489363,"(33.894226, -117.489363)"
120000402,"KERN MEDICAL CENTER D/P APH","ACUTE PSYCHIATRIC HOSPITAL		","Non-LTC",25,"1700 MOUNT VERNON AVE","BAKERSFIELD",93306,"Judd, CEO, Russell","","","(661) 326-2000",140,"KERN",12,"BAKERSFIELD",120000182,"01Jul1953","01Jun2015","",35.381055,-118.967578,"(35.381055, -118.967578)"
170001867,"VETERANS HOME OF CALIFORNIA - BARSTOW","SKILLED NURSING FACILITY","LTC",60,"100 VETERANS PKWY","BARSTOW",92311,"Robles, Arthur","","","(760) 252-6200",460,"SAN BERNARDINO",17,"STATE FACILITIES SECTION",170000835,"01Apr2003","01Apr2015","",34.867683,-117.024243,"(34.867683, -117.024243)"
630014512,"STEVENS CREEK DIALYSIS","CHRONIC DIALYSIS CLINIC	","Non-LTC",24,"275 DI SALVO AVE","SAN JOSE",95128,"Little, Yvonne","cynthia.hutchinson@davita.com","","(408) 297-0103",530,"SANTA CLARA",7,"SAN JOSE",550002503,"26Nov2013","26May2015","",37.324063,-121.937049,"(37.324063, -121.937049)"
250001765,"HEIL HOUSE","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"24888 HEIL DR","MORENO VALLEY",92553,"McBride, Melissa Chang","najaycorp@live.com","(951) 243-6782","(951) 924-6752",430,"RIVERSIDE",25,"RIVERSIDE",250000770,"20Dec2001","21Dec2014","",33.912876,-117.228285,"(33.912876, -117.228285)"
40000474,"COMMUNITY SUBACUTE AND TRANSITIONAL CARE CENTER","SKILLED NURSING FACILITY","LTC",106,"3003 N MARIPOSA ST","FRESNO",93703,"Wagoner, Craig","","","(559) 459-1711",90,"FRESNO",4,"FRESNO",40000096,"","07Nov2014","",36.77773,-119.779355,"(36.77773, -119.779355)"
50000014,"COMMUNITY MEMORIAL HOSPITAL - SAN BUENAVENTURA","GENERAL ACUTE CARE HOSPITAL","Non-LTC",242,"147 N BRENT ST","VENTURA",93003,"Wilde, Gary","","","(805) 652-5011",660,"VENTURA",5,"VENTURA",50000026,"01Jan1946","01Mar2015","106560473",34.274702,-119.257387,"(34.274702, -119.257387)"
630011447,"OCEAN SURGERY CENTER","SURGICAL CLINIC 	","Non-LTC",0,"2802 PACIFIC COAST HWY","TORRANCE",90505,"","","","(310) 325-1644",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",,"","","",33.794011,-118.336224,"(33.794011, -118.336224)"
40001376,"GOLDEN VALLEY HEALTH CENTER","COMMUNITY CLINIC 	","Non-LTC",0,"401 LESHER DR","MERCED",95341,"Noguera, Christine C","spenner@gvhc.org","(209) 381-4117","(209) 381-4113",340,"MERCED",4,"FRESNO",40000550,"15Jul2003","15Nov2014","",37.294351,-120.503055,"(37.294351, -120.503055)"
60002225,"NEWPORT CENTER SURGICAL","SURGICAL CLINIC 	","Non-LTC",0,"17 CORPORATE PLAZA DR","NEWPORT BEACH",92660,"","","","(949) 203-6088",400,"ORANGE",6,"ORANGE COUNTY",550000610,"15Oct2007","15Oct2007","",33.609475,-117.876797,"(33.609475, -117.876797)"
50000009,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE","GENERAL ACUTE CARE HOSPITAL","Non-LTC",67,"345 S HALCYON RD","ARROYO GRANDE",93420,"Cova, Charles  J","","","(805) 489-4261",500,"SAN LUIS OBISPO",5,"VENTURA",50000040,"08Mar1967","26Nov2014","106400466",35.114171,-120.591532,"(35.114171, -120.591532)"
910000095,"HARBOR VIEW HOUSE","INTERMEDIATE CARE FACILITY","LTC",83,"921 S BEACON ST","SAN PEDRO",90731,"Williams, Carla","","(310) 547-1519","(310) 547-3341",200,"LOS ANGELES",91,"LOS ANGELES COUNTY WEST",910000062,"28Jan1972","01Nov2014","",33.735561,-118.280478,"(33.735561, -118.280478)"
630014637,"PDS SERVE FOUNDATION","COMMUNITY CLINIC 	","Non-LTC",0,"17000 RED HILL AVE","IRVINE",92614,"Vartanian, Barbara","vartanianb@paceden.com","(949)250-0520","(714) 845-8500",400,"ORANGE",6,"ORANGE COUNTY",550002620,"20Mar2014","20Mar2015","",33.69917,-117.849501,"(33.69917, -117.849501)"
60001661,"SUNKIST HOUSE","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"327 N SUNKIST ST","ANAHEIM",92806,"Lopez, Martin","","(714) 635-3842","(714) 491-0455",400,"ORANGE",6,"ORANGE COUNTY",60000545,"15Sep2000","01Nov2014","",33.844715,-117.880495,"(33.844715, -117.880495)"
980002126,"ACCENTCARE HOME HEALTH OF CALIFORNIA,INC. - BRANCH","HOME HEALTH AGENCY		","Non-LTC",0,"43770 15TH ST W","LANCASTER",93534,"","NONE@DHS.CA.GOV","(858) 565-4457","(858) 576-7410",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",980000746,"23Jul1993","01Dec2014","",34.678101,-118.156639,"(34.678101, -118.156639)"
630011406,"LOVECARE HOME HEALTH, INC.","HOME HEALTH AGENCY		","Non-LTC",0,"22048 SHERMAN WAY","CANOGA PARK",91303,"Otuma, Kathryn Erhahon-Iien","KTHILEN@YAHOO.COM","(818) 992-0328","(818) 992-6158",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",550000780,"14Aug2008","14Nov2014","",34.200991,-118.607764,"(34.200991, -118.607764)"
40001335,"PAUL HOUSE","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"6537 N 7TH ST","FRESNO",93710,"Rengstorf, Andrea","valley_care@sbcglobal.net","(559) 322-9882","(559) 322-9305",90,"FRESNO",4,"FRESNO",40000523,"29Oct2001","01Jan2015","",36.832612,-119.760091,"(36.832612, -119.760091)"
980002458,"INFINITY HOME CARE PROVIDERS, INC.","HOME HEALTH AGENCY		","Non-LTC",0,"9300 FLAIR DR","EL MONTE",91731,"Castro, Delia","","(626) 227-0226","(626) 227-0220",200,"LOS ANGELES",98,"LOS ANGELES COUNTY WEST",980001564,"22May2003","22May2015","",34.071899,-118.066315,"(34.071899, -118.066315)"
630011738,"ALTAMED EL MONTE ADULT DAY HEALTH CARE","ADULT DAY HEALTH CARE		","Non-LTC",0,"10418 VALLEY BLVD","EL MONTE",91731,"Estrada, Claudia","cestrada@la.altamed.org","(626) 258-1609","(626) 258-1600",200,"LOS ANGELES",6,"ORANGE COUNTY",550000719,"24Apr2008","24Apr2015","",34.076496,-118.04581,"(34.076496, -118.04581)"
70000094,"WATSONVILLE POST ACUTE CENTER","SKILLED NURSING FACILITY","LTC",95,"525 AUTO CENTER DR","WATSONVILLE",95076,"Lowe, Carol","licensing@countryvillahealth.com","(831) 724-4274","(831) 724-7505",540,"SANTA CRUZ",7,"SAN JOSE",70000128,"29Feb1984","30Apr2015","206441702",36.919588,-121.767599,"(36.919588, -121.767599)"
30000141,"SUTTER TRACY COMMUNITY HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",81,"1420 N TRACY BLVD","TRACY",95376,"Thompson, David","THOMPSDM@sutterhealth.org","(209) 832-6091","(209) 835-1500",490,"SAN JOAQUIN",3,"SACRAMENTO",30000105,"01Jul1948","01Nov2014","106391056",37.744231,-121.434905,"(37.744231, -121.434905)"
910000059,"MARINA POINTE HEALTHCARE & SUBACUTE","SKILLED NURSING FACILITY","LTC",116,"5240 SEPULVEDA BLVD","CULVER CITY",90230,"NELSON, CLARK","","(310) 397-4998","(310) 391-7266",200,"LOS ANGELES",91,"LOS ANGELES COUNTY WEST",910000069,"28Nov1967","20Jan2015","206190423",33.998916,-118.399717,"(33.998916, -118.399717)"
40000304,"VISION CARE SURGERY CENTER","SURGICAL CLINIC 	","Non-LTC",0,"7075 N SHARON AVE","FRESNO",93720,"Bridgeman, Scott","mherman@eyeqvc.com","(559) 256-8554","(559) 486-2000",90,"FRESNO",4,"FRESNO",40000312,"01Aug1992","01Nov2007","",36.838911,-119.75909,"(36.838911, -119.75909)"
70000789,"TUPAZ HOME #3","INTERMEDIATE CARE FACILITY-DD/H/N","LTC",6,"1955 PATIO DR","SAN JOSE",95125,"Tupaz, Rosario L","tupzhome@pacbell.net","(510) 471-5797","(408) 879-9631",530,"SANTA CLARA",7,"SAN JOSE",70000328,"29Mar1993","01Nov2014","",37.288486,-121.921541,"(37.288486, -121.921541)"
