"iso2c","iso3c","country","year","gdp_percap","population","birth_rate","neonat_mortal_rate","region","income"
"TH","THA","Thailand",1992,5221.5528648204,57761574,18.263,18.5,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2000,7314.5421944694,62693322,14.435,12.7,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2011,13654.2724604328,66902958,11.51,7.8,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",1998,6600.5371120127,61250974,15.352,13.9,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2007,11850.2150887135,66353572,12.323,9.1,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2004,9545.9978309276,65404522,13.025,10.5,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2002,8153.1631818003,64136669,13.653,11.5,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",1993,5739.5623069846,58237672,17.8,17.5,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",1990,4298.5626808215,56582824,19.189,20.4,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2008,12272.7397981566,66453255,12.123,8.8,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2009,12257.1361772881,66548197,11.927,8.4,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",1997,7151.7650689411,60544937,15.841,14.5,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",1991,4767.5774797182,57225972,18.722,19.5,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2003,8819.9947622617,64817254,13.32,11,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",1996,7310.9398207692,59878955,16.341,15.2,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",1994,6278.1685467652,58722767,17.327,16.6,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",1995,6866.020782997,59266089,16.84,15.9,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2001,7650.8136733547,63415174,14.025,12.1,"East Asia & Pacific","Upper middle income"
"TJ","TJK","Tajikistan",1991,2205.3996572978,5417554,39.483,32.3,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",1997,788.8362799983,5936780,33.212,31.9,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",1996,772.2970840991,5862224,34.205,32.2,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",1990,2349.6395117927,5297286,40.412,32.3,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",1998,829.1112320126,6012308,32.257,31.4,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",1992,1570.8922289783,5523207,38.445,32.5,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2006,1653.0753990578,6949566,29.098,24.9,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2007,1790.9256895423,7099021,29.38,24.4,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2008,1928.200964532,7254072,29.735,23.9,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",1995,922.7668023391,5784330,35.226,32.5,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",1999,861.2259541277,6094126,31.368,30.9,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2000,939.7408331932,6186152,30.583,30.1,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2001,1041.6388551709,6290413,29.937,29.2,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2009,1972.9152294296,7414960,30.116,23.3,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",1994,1046.6521220232,5702611,36.281,32.8,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2014,2700.5842408342,8295840,30.592,20.9,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2003,1277.4566112851,6532871,29.117,27.5,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2004,1418.7314077814,6666628,28.947,26.4,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2005,1530.5756955071,6805655,28.942,25.6,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2010,2080.0443884672,7581696,30.46,22.8,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2011,2229.4457417017,7753925,30.708,22.3,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2012,2386.3274737532,7930929,30.826,21.8,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",1993,1322.1089744195,5616797,37.363,32.7,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2002,1150.6158374949,6406518,29.447,28.4,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2013,2546.5865866786,8111894,30.792,21.4,"Europe & Central Asia","Low income"
"TL","TLS","Timor-Leste",2002,1196.0168923525,894837,40.428,34.1,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2004,1143.9138559015,962634,39.368,31.3,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2013,2110.8440287781,1180069,38.419,23.4,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2001,1304.0391337048,865848,41.441,35.7,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2010,1847.2262688383,1066409,39.8,25.3,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2011,1965.5220065477,1120392,39.461,24.7,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2012,2075.9847415049,1148958,38.985,24,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2009,1697.3422721327,1048367,39.95,26.2,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",1999,,841063,43.872,39.1,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2000,1119.794895852,847185,42.646,37.4,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2003,1147.2393371021,929431,39.726,32.6,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",1998,,845106,44.931,40.9,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2005,1233.1685571004,979201,39.326,29.9,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2006,1178.1484094728,996052,39.509,28.8,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",1994,,842752,45.732,48.8,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",1995,,856439,46.075,46.6,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2008,1516.9043324221,1030630,39.92,26.9,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",1993,,820471,45.175,50.8,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2014,2203.6928319807,1212107,37.783,22.9,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",1996,,859496,46.071,44.6,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",1997,,853867,45.683,42.8,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",1990,,740231,43.367,55.9,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2007,1325.1586069659,1013194,39.752,27.8,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",1992,,792846,44.535,52.7,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",1991,,764884,43.89,54.4,"East Asia & Pacific","Lower middle income"
"TM","TKM","Turkmenistan",1990,5398.792743118,3668000,35.313,30.1,"Europe & Central Asia","Lower middle income"
"TM","TKM","Turkmenistan",2003,4699.7458061647,4648036,22.985,29.1,"Europe & Central Asia","Lower middle income"
"TM","TKM","Turkmenistan",1997,3187.3585526005,4335991,26.032,32,"Europe & Central Asia","Lower middle income"
"TM","TKM","Turkmenistan",1993,4419.2502704784,3991917,31.886,32,"Europe & Central Asia","Lower middle income"
"TM","TKM","Turkmenistan",2004,5017.7196599918,4696876,22.815,28.5,"Europe & Central Asia","Lower middle income"
"TM","TKM","Turkmenistan",1992,4373.2021622711,3881973,33.26,31.5,"Europe & Central Asia","Lower middle income"
"TM","TKM","Turkmenistan",2012,12689.3438280564,5172941,21.505,24.3,"Europe & Central Asia","Lower middle income"
"TM","TKM","Turkmenistan",2013,14029.4947861747,5240088,21.322,23.7,"Europe & Central Asia","Lower middle income"
"TM","TKM","Turkmenistan",1991,5174.3832978081,3772350,34.422,30.9,"Europe & Central Asia","Lower middle income"
"TM","TKM","Turkmenistan",2011,11360.502149269,5106672,21.659,24.8,"Europe & Central Asia","Lower middle income"
"TM","TKM","Turkmenistan",2002,4508.4334927237,4600172,23.152,29.7,"Europe & Central Asia","Lower middle income"
"TM","TKM","Turkmenistan",2007,7381.1209362732,4858235,22.231,26.9,"Europe & Central Asia","Lower middle income"
"TM","TKM","Turkmenistan",2014,15529.8644553626,5307188,21.103,23.2,"Europe & Central Asia","Lower middle income"
"TM","TKM","Turkmenistan",2001,4475.9827211517,4551762,23.351,30.2,"Europe & Central Asia","Lower middle income"
"TM","TKM","Turkmenistan",2006,6550.184922595,4801594,22.421,27.5,"Europe & Central Asia","Lower middle income"
"TM","TKM","Turkmenistan",1996,3593.5412317425,4267690,27.332,32.2,"Europe & Central Asia","Lower middle income"
"TM","TKM","Turkmenistan",1999,3977.5365767621,4449427,24.188,31.1,"Europe & Central Asia","Lower middle income"
"TM","TKM","Turkmenistan",2005,5791.7121280206,4747839,22.624,28,"Europe & Central Asia","Lower middle income"
"TM","TKM","Turkmenistan",1995,3370.4401589794,4188010,28.807,32.3,"Europe & Central Asia","Lower middle income"
"TM","TKM","Turkmenistan",2010,9828.6622043107,5041995,21.796,25.3,"Europe & Central Asia","Lower middle income"
"TM","TKM","Turkmenistan",2009,9004.5791888167,4978960,21.928,25.9,"Europe & Central Asia","Lower middle income"
"TM","TKM","Turkmenistan",2000,4240.9740589401,4501419,23.663,30.6,"Europe & Central Asia","Lower middle income"
"TM","TKM","Turkmenistan",1998,3404.1504815323,4395293,24.974,31.6,"Europe & Central Asia","Lower middle income"
"TM","TKM","Turkmenistan",2008,8528.1133197257,4917541,22.069,26.3,"Europe & Central Asia","Lower middle income"
"TM","TKM","Turkmenistan",1994,3638.0907799633,4095512,30.365,32.3,"Europe & Central Asia","Lower middle income"
"TN","TUN","Tunisia",1996,4913.8510812648,9089300,19.7,23.1,"Middle East & North Africa","Upper middle income"
"TN","TUN","Tunisia",2004,7499.2367225612,9932400,16.8,14.3,"Middle East & North Africa","Upper middle income"
"TN","TUN","Tunisia",1994,4459.4699855074,8785700,22.7,25,"Middle East & North Africa","Upper middle income"
"TN","TUN","Tunisia",1993,4337.4361099164,8572200,24,25.8,"Middle East & North Africa","Upper middle income"
"TN","TUN","Tunisia",1995,4570.1719702951,8957500,20.8,24.1,"Middle East & North Africa","Upper middle income"
"TN","TUN","Tunisia",2003,6934.792539752,9839800,17.1,15.1,"Middle East & North Africa","Upper middle income"
"TN","TUN","Tunisia",1992,4186.0378087547,8489900,24.9,26.5,"Middle East & North Africa","Upper middle income"
"TN","TUN","Tunisia",2007,9246.8099842935,10225100,17.4,11.9,"Middle East & North Africa","Upper middle income"
"TN","TUN","Tunisia",2002,6554.3945288046,9748900,16.7,16.1,"Middle East & North Africa","Upper middle income"
"TN","TUN","Tunisia",2008,9728.9788524478,10328900,17.7,11.3,"Middle East & North Africa","Upper middle income"
"TN","TUN","Tunisia",2006,8521.7659935445,10127900,17.1,12.6,"Middle East & North Africa","Upper middle income"
"TN","TUN","Tunisia",2001,6435.9313654748,9650600,16.9,17.2,"Middle East & North Africa","Upper middle income"
"TN","TUN","Tunisia",2005,7933.2547371174,10029000,17.1,13.4,"Middle East & North Africa","Upper middle income"
"TN","TUN","Tunisia",1999,5777.4492007535,9455900,16.9,19.7,"Middle East & North Africa","Upper middle income"
"TN","TUN","Tunisia",1990,3681.5299091078,8154400,25.2,27.7,"Middle East & North Africa","Upper middle income"
"TN","TUN","Tunisia",1991,3874.7680684559,8318200,24.9,27.1,"Middle East & North Africa","Upper middle income"
"TN","TUN","Tunisia",1998,5435.9864563125,9333300,17.9,20.8,"Middle East & North Africa","Upper middle income"
"TN","TUN","Tunisia",2010,10364.5717510735,10547100,18.6,10.1,"Middle East & North Africa","Upper middle income"
"TN","TUN","Tunisia",2012,10672.5676007406,10777500,19.3,9.2,"Middle East & North Africa","Upper middle income"
"TN","TUN","Tunisia",2013,10984.9132065336,10886500,19.3,8.8,"Middle East & North Africa","Upper middle income"
"TN","TUN","Tunisia",2014,11307.8001700856,10996600,19.2,8.5,"Middle East & North Africa","Upper middle income"
"TN","TUN","Tunisia",1997,5198.0584637577,9214900,18.9,22,"Middle East & North Africa","Upper middle income"
"TN","TUN","Tunisia",2011,10203.8012151866,10673800,18.8,9.6,"Middle East & North Africa","Upper middle income"
"TN","TUN","Tunisia",2009,9994.0975112171,10439600,17.7,10.6,"Middle East & North Africa","Upper middle income"
"TN","TUN","Tunisia",2000,6124.6494154833,9552500,17.1,18.4,"Middle East & North Africa","Upper middle income"
"TO","TON","Tonga",2011,5030.6522125505,104392,26.57,7.3,"East Asia & Pacific","Lower middle income"
"TO","TON","Tonga",2008,4567.116507614,102816,27.982,7.1,"East Asia & Pacific","Lower middle income"
"TO","TON","Tonga",2012,5132.8052329101,104769,25.992,7.3,"East Asia & Pacific","Lower middle income"
"TO","TON","Tonga",2013,5059.03941648,105139,25.409,7.2,"East Asia & Pacific","Lower middle income"
"TO","TON","Tonga",2007,4399.552522947,102169,28.288,7.1,"East Asia & Pacific","Lower middle income"
"TO","TON","Tonga",2006,4520.0671372413,101507,28.499,7.1,"East Asia & Pacific","Lower middle income"
"TO","TON","Tonga",1992,2595.9619849103,95421,30.678,9.3,"East Asia & Pacific","Lower middle income"
"TO","TON","Tonga",2009,4625.408633552,103416,27.588,7.1,"East Asia & Pacific","Lower middle income"
"TO","TON","Tonga",2005,4461.5630639919,100858,28.611,7.1,"East Asia & Pacific","Lower middle income"
"TO","TON","Tonga",1995,3113.5449905457,95889,29.543,8.5,"East Asia & Pacific","Lower middle income"
"TO","TON","Tonga",2001,3849.1928073163,98434,28.365,7.4,"East Asia & Pacific","Lower middle income"
"TO","TON","Tonga",2002,4018.483327399,99005,28.468,7.3,"East Asia & Pacific","Lower middle income"
"TO","TON","Tonga",2010,4852.0213615435,103947,27.112,7.2,"East Asia & Pacific","Lower middle income"
"TO","TON","Tonga",2004,4282.1986045054,100226,28.624,7.1,"East Asia & Pacific","Lower middle income"
"TO","TON","Tonga",1991,2534.8330995949,95304,30.903,9.7,"East Asia & Pacific","Lower middle income"
"TO","TON","Tonga",1997,3199.4771177177,96526,28.739,8.1,"East Asia & Pacific","Lower middle income"
"TO","TON","Tonga",2003,4161.7389508365,99606,28.565,7.2,"East Asia & Pacific","Lower middle income"
"TO","TON","Tonga",1994,2947.2607197313,95678,29.983,8.7,"East Asia & Pacific","Lower middle income"
"TO","TON","Tonga",2000,3652.4785481855,97898,28.303,7.6,"East Asia & Pacific","Lower middle income"
"TO","TON","Tonga",1998,3308.0460745953,96937,28.478,7.9,"East Asia & Pacific","Lower middle income"
"TO","TON","Tonga",1993,2753.870307755,95532,30.372,9,"East Asia & Pacific","Lower middle income"
"TO","TON","Tonga",2014,5230.1512943838,105586,24.846,7.1,"East Asia & Pacific","Lower middle income"
"TO","TON","Tonga",1990,2308.9779920484,95152,31.092,10.1,"East Asia & Pacific","Lower middle income"
"TO","TON","Tonga",1996,3161.3122910851,96174,29.108,8.3,"East Asia & Pacific","Lower middle income"
"TO","TON","Tonga",1999,3472.5292785941,97398,28.334,7.8,"East Asia & Pacific","Lower middle income"
"TR","TUR","Turkey",1995,5411.4866648074,58522320,23.574,26,"Europe & Central Asia","Upper middle income"
"TR","TUR","Turkey",1994,5023.5658369001,57608769,23.944,27.3,"Europe & Central Asia","Upper middle income"
"TR","TUR","Turkey",1998,8718.8486349021,61344874,22.484,22.3,"Europe & Central Asia","Upper middle income"
"TR","TUR","Turkey",1993,5285.6881197746,56707454,24.354,28.7,"Europe & Central Asia","Upper middle income"
"TR","TUR","Turkey",2005,11512.4657890784,67860617,19.518,14.5,"Europe & Central Asia","Upper middle income"
"TR","TUR","Turkey",1997,6283.8816119309,60394104,22.861,23.5,"Europe & Central Asia","Upper middle income"
"TR","TUR","Turkey",1992,4855.1424115029,55811134,24.827,30,"Europe & Central Asia","Upper middle income"
"TR","TUR","Turkey",2004,10278.9344079726,66973561,19.902,15.6,"Europe & Central Asia","Upper middle income"
"TR","TUR","Turkey",1999,8311.0600058723,62295617,22.078,21.2,"Europe & Central Asia","Upper middle income"
"TR","TUR","Turkey",1996,5824.3676161836,59451488,23.22,24.7,"Europe & Central Asia","Upper middle income"
"TR","TUR","Turkey",2003,8915.6512539057,66060121,20.312,16.8,"Europe & Central Asia","Upper middle income"
"TR","TUR","Turkey",2008,15181.6586369568,70344357,18.526,11.7,"Europe & Central Asia","Upper middle income"
"TR","TUR","Turkey",2000,9320.9100516222,63240157,21.646,20.1,"Europe & Central Asia","Upper middle income"
"TR","TUR","Turkey",2001,8749.1516349169,64182694,21.196,19,"Europe & Central Asia","Upper middle income"
"TR","TUR","Turkey",2007,14034.7774203504,69515492,18.836,12.6,"Europe & Central Asia","Upper middle income"
"TR","TUR","Turkey",1991,4551.984029627,54909508,25.379,31.4,"Europe & Central Asia","Upper middle income"
"TR","TUR","Turkey",2014,19390.3811372673,77523788,16.789,7.5,"Europe & Central Asia","Upper middle income"
"TR","TUR","Turkey",2009,14651.1004086524,71261307,18.231,10.8,"Europe & Central Asia","Upper middle income"
"TR","TUR","Turkey",2002,8784.4460321504,65125766,20.746,18,"Europe & Central Asia","Upper middle income"
"TR","TUR","Turkey",1990,4438.7926100865,53994605,26.03,32.7,"Europe & Central Asia","Upper middle income"
"TR","TUR","Turkey",2013,19042.8804161762,76223639,17.085,8.1,"Europe & Central Asia","Upper middle income"
"TR","TUR","Turkey",2012,18449.250016041,74849187,17.375,8.7,"Europe & Central Asia","Upper middle income"
"TR","TUR","Turkey",2006,13026.3463146074,68704721,19.165,13.5,"Europe & Central Asia","Upper middle income"
"TR","TUR","Turkey",2010,16165.8123678963,72310416,17.945,10.1,"Europe & Central Asia","Upper middle income"
"TR","TUR","Turkey",2011,17796.4751875134,73517002,17.661,9.3,"Europe & Central Asia","Upper middle income"
"TT","TTO","Trinidad and Tobago",2013,31454.6315830998,1348240,14.59,14,"Latin America & Caribbean","High income"
"TT","TTO","Trinidad and Tobago",2001,15260.3903489315,1272383,14.731,18.6,"Latin America & Caribbean","High income"
"TT","TTO","Trinidad and Tobago",2005,23287.689468122,1296933,15.157,17.4,"Latin America & Caribbean","High income"
"TT","TTO","Trinidad and Tobago",2006,27044.0480820295,1303141,15.244,17.1,"Latin America & Caribbean","High income"
"TT","TTO","Trinidad and Tobago",2002,16653.0007994021,1277840,14.808,18.5,"Latin America & Caribbean","High income"
"TT","TTO","Trinidad and Tobago",2011,29765.0119348512,1334790,15.048,14.9,"Latin America & Caribbean","High income"
"TT","TTO","Trinidad and Tobago",2012,30571.9063533069,1341579,14.842,14.5,"Latin America & Caribbean","High income"
"TT","TTO","Trinidad and Tobago",1997,10963.2687492504,1260677,15.227,18.8,"Latin America & Caribbean","High income"
"TT","TTO","Trinidad and Tobago",2010,29307.8711600633,1328095,15.199,15.3,"Latin America & Caribbean","High income"
"TT","TTO","Trinidad and Tobago",1999,13098.5782349724,1264781,14.784,18.8,"Latin America & Caribbean","High income"
"TT","TTO","Trinidad and Tobago",2003,19343.9187031897,1284052,14.92,18.2,"Latin America & Caribbean","High income"
"TT","TTO","Trinidad and Tobago",2004,21348.086137331,1290535,15.044,17.8,"Latin America & Caribbean","High income"
"TT","TTO","Trinidad and Tobago",1998,11963.9514041916,1262544,14.951,18.8,"Latin America & Caribbean","High income"
"TT","TTO","Trinidad and Tobago",2009,29123.0501164343,1321624,15.286,15.8,"Latin America & Caribbean","High income"
"TT","TTO","Trinidad and Tobago",1991,8262.6811300845,1229906,19.6,19.5,"Latin America & Caribbean","High income"
"TT","TTO","Trinidad and Tobago",1992,8260.9147386794,1237486,18.581,19.3,"Latin America & Caribbean","High income"
"TT","TTO","Trinidad and Tobago",1993,8288.1619413973,1244410,17.655,19.2,"Latin America & Caribbean","High income"
"TT","TTO","Trinidad and Tobago",1994,8724.9733915981,1250316,16.841,19,"Latin America & Caribbean","High income"
"TT","TTO","Trinidad and Tobago",2014,32083.799608369,1354483,14.3,13.6,"Latin America & Caribbean","High income"
"TT","TTO","Trinidad and Tobago",2000,14373.0366834853,1267980,14.715,18.7,"Latin America & Caribbean","High income"
"TT","TTO","Trinidad and Tobago",1996,10027.6720023491,1258365,15.625,18.9,"Latin America & Caribbean","High income"
"TT","TTO","Trinidad and Tobago",2007,28947.7974448134,1309260,15.299,16.6,"Latin America & Caribbean","High income"
"TT","TTO","Trinidad and Tobago",1990,7838.6471483605,1221904,20.707,19.9,"Latin America & Caribbean","High income"
"TT","TTO","Trinidad and Tobago",1995,9224.7120194245,1255001,16.16,18.9,"Latin America & Caribbean","High income"
"TT","TTO","Trinidad and Tobago",2008,30374.5485471446,1315372,15.317,16.2,"Latin America & Caribbean","High income"
"TV","TUV","Tuvalu",1991,1630.0122193148,9056,,29.8,"East Asia & Pacific","Lower middle income"
"TV","TUV","Tuvalu",1992,1704.8164195377,9103,,29.5,"East Asia & Pacific","Lower middle income"
"TV","TUV","Tuvalu",1993,1808.1869385169,9148,,29.1,"East Asia & Pacific","Lower middle income"
"TV","TUV","Tuvalu",1990,1531.3463726594,9004,,30,"East Asia & Pacific","Lower middle income"
"TV","TUV","Tuvalu",2001,2510.8609739259,9471,,25.1,"East Asia & Pacific","Lower middle income"
"TV","TUV","Tuvalu",2002,2733.4283969341,9530,,24.8,"East Asia & Pacific","Lower middle income"
"TV","TUV","Tuvalu",2008,3342.8660723946,9788,,22.1,"East Asia & Pacific","Lower middle income"
"TV","TUV","Tuvalu",2009,3212.379397456,9808,,21.4,"East Asia & Pacific","Lower middle income"
"TV","TUV","Tuvalu",2010,3156.7480860863,9827,,20.8,"East Asia & Pacific","Lower middle income"
"TV","TUV","Tuvalu",2011,3488.2483590584,9844,,20.2,"East Asia & Pacific","Lower middle income"
"TV","TUV","Tuvalu",2007,3043.6312502884,9764,,22.7,"East Asia & Pacific","Lower middle income"
"TV","TUV","Tuvalu",2003,2678.1363827517,9590,,24.5,"East Asia & Pacific","Lower middle income"
"TV","TUV","Tuvalu",2014,3779.0597301547,9893,,18.3,"East Asia & Pacific","Lower middle income"
"TV","TUV","Tuvalu",2000,2428.7799862344,9419,,25.3,"East Asia & Pacific","Lower middle income"
"TV","TUV","Tuvalu",1997,2081.8170346581,9298,,26.9,"East Asia & Pacific","Lower middle income"
"TV","TUV","Tuvalu",1996,1867.4890482669,9264,,27.5,"East Asia & Pacific","Lower middle income"
"TV","TUV","Tuvalu",2013,3651.7922778734,9876,,18.9,"East Asia & Pacific","Lower middle income"
"TV","TUV","Tuvalu",1994,2027.7031636497,9188,,28.6,"East Asia & Pacific","Lower middle income"
"TV","TUV","Tuvalu",1995,1958.091471827,9227,,28,"East Asia & Pacific","Lower middle income"
"TV","TUV","Tuvalu",2012,3552.9265528435,9860,,19.5,"East Asia & Pacific","Lower middle income"
"TV","TUV","Tuvalu",1998,2421.2447429302,9334,,26.3,"East Asia & Pacific","Lower middle income"
"TV","TUV","Tuvalu",1999,2409.5291198612,9374,,25.7,"East Asia & Pacific","Lower middle income"
"TV","TUV","Tuvalu",2006,2796.8616927685,9732,,23.2,"East Asia & Pacific","Lower middle income"
"TV","TUV","Tuvalu",2005,2667.0853241185,9694,,23.6,"East Asia & Pacific","Lower middle income"
"TV","TUV","Tuvalu",2004,2698.809177992,9646,,24.1,"East Asia & Pacific","Lower middle income"
"TZ","TZA","Tanzania",1994,973.677877596,29030288,42.754,36.8,"Sub-Saharan Africa","Low income"
"TZ","TZA","Tanzania",1993,968.8990425029,28122799,43.063,37.5,"Sub-Saharan Africa","Low income"
"TZ","TZA","Tanzania",1992,966.6302504468,27203865,43.393,38.1,"Sub-Saharan Africa","Low income"
"TZ","TZA","Tanzania",1999,1128.5468666193,33135281,41.921,33.1,"Sub-Saharan Africa","Low income"
"TZ","TZA","Tanzania",2000,1180.7425372535,33991590,41.917,32,"Sub-Saharan Africa","Low income"
"TZ","TZA","Tanzania",2010,2068.4884869222,45648525,41.028,21.5,"Sub-Saharan Africa","Low income"
"TZ","TZA","Tanzania",2003,1400.3035598912,36866228,42.126,28.4,"Sub-Saharan Africa","Low income"
"TZ","TZA","Tanzania",2004,1507.7977307064,37935334,42.197,27.3,"Sub-Saharan Africa","Low income"
"TZ","TZA","Tanzania",1997,1062.5503977786,31533781,42.089,34.8,"Sub-Saharan Africa","Low income"
"TZ","TZA","Tanzania",1991,971.5474215799,26307482,43.73,38.8,"Sub-Saharan Africa","Low income"
"TZ","TZA","Tanzania",2001,1246.8815064407,34899062,41.962,30.8,"Sub-Saharan Africa","Low income"
"TZ","TZA","Tanzania",1998,1086.7567478472,32323953,41.979,34,"Sub-Saharan Africa","Low income"
"TZ","TZA","Tanzania",1996,1035.2898668643,30733937,42.256,35.5,"Sub-Saharan Africa","Low income"
"TZ","TZA","Tanzania",2005,1634.8931313777,39065600,42.221,26.2,"Sub-Saharan Africa","Low income"
"TZ","TZA","Tanzania",2014,2547.1679574259,51822621,39.015,19.3,"Sub-Saharan Africa","Low income"
"TZ","TZA","Tanzania",2006,1711.38869981,40260847,42.168,25.2,"Sub-Saharan Africa","Low income"
"TZ","TZA","Tanzania",2011,2206.91077897,47122998,40.546,20.9,"Sub-Saharan Africa","Low income"
"TZ","TZA","Tanzania",2009,1983.2228617864,44222113,41.447,22.3,"Sub-Saharan Africa","Low income"
"TZ","TZA","Tanzania",1990,951.8317126631,25458208,44.061,39.5,"Sub-Saharan Africa","Low income"
"TZ","TZA","Tanzania",2013,2417.7727301852,50213457,39.518,19.8,"Sub-Saharan Africa","Low income"
"TZ","TZA","Tanzania",1995,999.4805015536,29903329,42.479,36.2,"Sub-Saharan Africa","Low income"
"TZ","TZA","Tanzania",2002,1320.6145895953,35855480,42.04,29.6,"Sub-Saharan Africa","Low income"
"TZ","TZA","Tanzania",2008,1927.6889981728,42844744,41.783,23.2,"Sub-Saharan Africa","Low income"
"TZ","TZA","Tanzania",2007,1847.8645928451,41522004,42.023,24.1,"Sub-Saharan Africa","Low income"
"TZ","TZA","Tanzania",2012,2289.2618761815,48645709,40.033,20.3,"Sub-Saharan Africa","Low income"
"UA","UKR","Ukraine",2010,7685.569632013,45870700,10.8,7.1,"Europe & Central Asia","Lower middle income"
"UA","UKR","Ukraine",2011,8281.8671261235,45706100,11,6.8,"Europe & Central Asia","Lower middle income"
"UA","UKR","Ukraine",2001,4300.749281146,48683865,7.7,10.6,"Europe & Central Asia","Lower middle income"
"UA","UKR","Ukraine",2008,8417.0041415797,46258200,11,7.8,"Europe & Central Asia","Lower middle income"
"UA","UKR","Ukraine",2009,7257.8975261001,46053300,11.1,7.5,"Europe & Central Asia","Lower middle income"
"UA","UKR","Ukraine",2014,8666.9029132502,45362900,10.8,5.7,"Europe & Central Asia","Lower middle income"
"UA","UKR","Ukraine",2007,8025.8986661285,46509350,10.2,8.2,"Europe & Central Asia","Lower middle income"
"UA","UKR","Ukraine",2006,7202.3367003256,46787750,9.8,8.5,"Europe & Central Asia","Lower middle income"
"UA","UKR","Ukraine",1998,3406.4975251977,50143939,8.3,12.1,"Europe & Central Asia","Lower middle income"
"UA","UKR","Ukraine",1992,5897.0889572324,52150266,11.4,12.1,"Europe & Central Asia","Lower middle income"
